text,spam
Subject: aawesome  want to know how to save over 60 % on you seemingly r me carbonize dlcatlons ?  http : / / www . owncen misinterpret tral . com - successfull and proven way to loudly sa someway ve your money .  best prlce intense s .  high quaiity falcon .  worldwide s repudiation hlpplng .  total confi disbar dentiaiity .  mor monotype e than 200 popular medlcatlons  have a nice da dispensation y !,1
"Subject: lance cunningham  this offer has been extended . lance want to take a few days to make his  decision . he will have a decision by 7 / 6 at 5 p . he ' s going to call  me . . . . and i ' ll let you know . thx  - - - - - - - - - - - - - - - - - - - - - - forwarded by teresa bien / corp / enron on 06 / 30 / 2000  04 : 10 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -  from : grant masson @ ect 06 / 30 / 2000 11 : 26 am  to : vince j kaminski / hou / ect @ ect  cc : teresa bien / corp / enron @ enron  subject : lance cunningham  vince :  i have left a message with teresa and have sent the following terse note to  lance to let him know that we are moving .  as we discussed , i asked teresa to offer 90 k + 10 k signing bonus .  regards ,  grant  - - - - - - - - - - - - - - - - - - - - - - forwarded by grant masson / hou / ect on 06 / 30 / 2000 11 : 21  am - - - - - - - - - - - - - - - - - - - - - - - - - - -  enron north america corp .  from : grant masson 06 / 30 / 2000 11 : 21 am  to : lbcunningham @ mail . utexas . edu  cc :  subject : enron  lance :  i am going on vacation tomorrow , but i wanted to get in touch with you before  i left .  i have asked hr to extend an offer to you . teresa bien should be sending you  an offer letter via fedex . of course , with the july 4 th weekend , i ' m not sure  when you will get it .  if you have questions , i suggest that you call vince kaminski at 713 853  3848 .  regards ,  grant masson .",0
"Subject: stephen bennett  vince , for your use as per our discussions  - - - mike  - - - - - - - - - - - - - - - - - - - - - - forwarded by mike a roberts / hou / ect on 12 / 09 / 2000  10 : 32 am - - - - - - - - - - - - - - - - - - - - - - - - - - -  from : mike a roberts 12 / 09 / 2000 10 : 33 am  to : vince j kaminski / hou / ect @ ect  cc :  subject : stephen bennett  stephen bennett , professional meteorologist , was hired into the research  group in september of this year as a specialist based on salary alignment  criteria . in retrospect , and upon review , he should have been hired on as a  senior specialist .  after coming on board . it rapidly became apparent that stephen was clearly an  "" under hire . "" he is well - deserving of an immediate promotion ( really more of  a correction ) and pay raise , to be made retroactive at least to the lst of  this month . this memo outlines the circumstances surrounding this hiring  error and provides detailed justifications for this retroactive "" promotion . ""  at the time of the interview process , there was no position in enron  designated as "" professional meteorologist . "" in fact , the most recent similar  hire prior to that date was jose marquez , also a professional meteorologist ,  who was hired in , based on salary alignment criteria , as a manager . while  functionally , both these men are meteorologists , enron has no such job  classification . compounded by the urgency in bringing on additional  professional expertise in short time order , it was difficult to peg the  proper enron classification appropriate for this new position . this original  uncertainty and resulting misplacement of stephen into the specialist  category , rather than the senior specialist category , needs to be corrected  at this time .  although a "" new - hire "" to enron , stephen bennett has extensive work  experience . he has worked as a professional meteorologist at both the  weather services corporation in boston and at the weather channel in  atlanta . he came to enron well - referenced by both those organizations ,  needing no further training and only minimal supervision .  once aboard here in houston , stephen immediately demonstrated the core enron  values with our unique sense of urgency . after only a week , he assumed  responsibilities normally reserved for someone actually at even a manager  level - he was assigned and fully took over the critical afternoon weather  briefings to the gas traders . this includes analysis and report preparation  as well as presentation . also in the presentation arena , he now regularly  briefs various desks in the morning and throughout the day . stephen is a  master of communication and particularly adept at conveying what through  other messengers might otherwise seem confusing or ambiguous .  stephen has also demonstrated an unusually high level of self - initiative . he  designed , implemented , and now maintains several sub - sites on the research  web page which he tailored to various customers - in specific : the weather  derivatives team , the agricultural team , and most recently , the crude and  liquids team . i have recently assigned stephen to spearhead our conversion  and major upgrade of this web page .  these above described accomplishments are above and beyond stephen  , s regular  duties which include starting work at 5 am daily , reliably and without fail ,  to assemble and prepare our trader  , s weather report . recently , with the  advent of extended hours for both nymex and enrononline , stephen voluntarily  on his own accord , assists in our new sunday weather support effort . as his  supervisor , fully cognizant of his already standard 50 + hour work week , i do  not solicit , but readily accept , this above and beyond expectations  assistance .  in review , the circumstance which resulted in this under hire condition was  enron  , s immediate need for a non - standard , fairly unique professional - a  meteorologist , coupled with stephen  , s desire to work for our company in spite  of the absence of a hierarchy which included the exact entitled professional  title reflecting his chosen career path . . once hired , stephen has clearly  demonstrated through contribution and performance that he is well - deserving  of this immediate and retroactive promotion .",0
"Subject: 3 - urgent - to prevent loss of information  critical migration information :  1 . your scheduled outlook migration date is the evening of : may 7 th  2 . you need to press the "" save my data "" button ( only once ) to send us your pre - migration information .  3 . you must be connected to the network before you press the button .  4 . if a pop - up box appears , prompting you to "" abort , cancel or trust signer "" please select trust signer .  5 . any information you add to your personal address book , journal or calendar after you click on the button will need to be manually re - added into outlook after you have been migrated .  6 . clicking this button does not complete your migration to outlook . your migration will be completed the evening of your migration date .  failure to click on the button means you will not get your calendar , contacts , journal and todo information imported into outlook the day of your migration and could result in up to a 2 week delay to restore this information .  if you encounter any errors please contact the resolution center @ 713 - 853 - 1411",0
Subject: delivery status notification ( failure )  this is an automatically generated delivery status notification .  delivery to the following recipients failed .  info @ simplythankyou . com,1
"Subject: re : tony hamilton  tony has already done this . . . . . . . . . .  desleigh langfield  04 / 04 / 2001 09 : 46 am  to : kevin g moore / hou / ect @ ect  cc : vince j kaminski / hou / ect @ ect , mike a roberts / hou / ect @ ect , shirley  crenshaw / hou / ect @ ect  subject : re : tony hamilton  thanks , can you tell tony to come to hr reception on monday morning at 8 . 30 am  for induction which will last until midday  kevin g moore  04 / 04 / 2001 15 : 41  to : desleigh langfield / lon / ect @ ect , vince j kaminski / hou / ect @ ect , mike a  roberts / hou / ect @ ect , shirley crenshaw / hou / ect @ ect  cc :  subject : re : tony hamilton  tony hamilton reports to mike roberts in the houston office .  vince kaminski will answer these questions for you at any  given time .  tony ' s start date in london will be april 9 th  thanks  kevin moore  desleigh langfield  04 / 04 / 2001 08 : 29 am  to : kevin g moore / hou / ect @ ect  cc :  subject : tony hamilton  kevin  tani nath who heads up the structuring and research teams rang this morning  to get more information on tony .  can you tell me who he reports to in houston and whether that person will  continue to manage him remotely ?  what cost centre he should be charged to ? whose headcount he appears on , and  for what group he will be providing services for , tani was unsure on all of  the above and wants clarification .  also can you confirm his start date in london  thanks  desleigh  - - - - - - - - - - - - - - - - - - - - - - forwarded by desleigh langfield / lon / ect on 04 / 04 / 2001  14 : 27 - - - - - - - - - - - - - - - - - - - - - - - - - - -  desleigh langfield  06 / 03 / 2001 13 : 40  to : steven leppard / lon / ect @ ect  cc :  subject : tony hamilton  steve  all sorted and we will check later in the week with it that all is okay .  can you please tell your assistant to organise a desk for tony , no rush  obviously  thanks  desleigh  - - - - - - - - - - - - - - - - - - - - - - forwarded by desleigh langfield / lon / ect on 06 / 03 / 2001  13 : 38 - - - - - - - - - - - - - - - - - - - - - - - - - - -  desleigh langfield  06 / 03 / 2001 13 : 38  to : european resolution center / lon / ect @ ect  cc : kevin g moore / hou / ect @ ect , steven leppard / lon / ect @ ect , anna  seymour / lon / ect @ ect  subject : tony hamilton  hi  tony is a uk employee who starts next monday 12 th march 2001 , we have done a  quick start in nest today for him .  tony will be working his first month in the houston office , however we still  need to set up a log on and notes account here .  can you please send the log on and password for both accounts to kevin as he  will be meeting with tony on monday morning in the houston office .  tony will not have a desk arranged for him until he comes back in  approximately a month so no actual pc is necessary until then .  one question - with a uk log on and notes account , will tony be able to  access these from houston ? if it ' s complicated can you please let kevin know  how to do this .  any problems let me know  thanks  desleigh",0
"Subject: # # # # # # # # # # guaranteed $ 50 , 000 fast ! ! # # # # # # # # # #  you make a guaranteed $ 50 , 000 cash in  just 90 days !  quit your full time job in less than 3 months !  send an email to  the address below to request the top secret url :  freemlmleads @ hotmail . com  put guaranteed _ _ $ 50 , 000 _ _ cash ! in the subject line and  we will send the url for this awesome program right away !  your success is 100 % guaranteed ! join  now !  * * * * * * * * * * * * * * * * * *  * * * * * * * * * * * * * * * * * * * *  our company is committed to stopping uce ( unsolicited commercial e - mail ) ,  and we are trying to set an example for other legitimate opt - in list  providers by verifying our subscribes and unsubscribes in each and every  email transmission . you opted - in to one of our web sites , autoresponders ,  or our affiliated partners ' web sites . we are sending you this email with  your best interest in mind . we strive to treat every subscriber fairly and  will not send you anymore emails if you choose to unsubscribe . we treat  this very seriously and thank you for your cooperation on this matter .  return with remove in the subject line to bepermanently removed . ",1
"Subject: watch this penny stox trade  big news expected . this should invoke large gains .  this stox will explode . do not wait until it is too late .  new news expected this comming week . expected 7 day price $ 9 . 00  ( sym . bol : cwtd . ob )  price : $ 2 . 17  short term target : $ 10 - $ 13  12 month target : $ 24  press release  china world trade corporation announced strategic partnership with the  foundation for globalization cooperation  tuesday june 7 , 8 : 20 am et  tianhe , guangzhou , china , june 7 / xinhua - prnewswire / - - china world trade  corporation ( otc bulletin board : cwtd . ob - news ) , announced today that the  ceo clubs china limited ( "" ceo clubs "" ) , a subsidiary of cwtc , signed a strategic  alliance agreement with the foundation for globalization cooperation ( ' ' fgc ' ' ) .  under the agreement , ceo clubs will represent fgc for merchandising and selecting  sponsors under certain conditions for the world culture diversification forum  and the third global cooperation forum , which will be held in november 2005 ,  in hangzhou , china .  china world trade corporation co - hosts the 2005 guangdong , hong kong ,  macau wtcs golf tournament  a $ 1 , 000 dollar investment could yield a $ 5 , 000 dollar profit in just  one trade if you trade out at the top . cwtd . ob should be one of the most  profitable stocks to trade this year . in this range the stock has  potential to move in either direction in bigs wings . this means you  should be able to buy at the lows and sell at the highs for months  to come  you could make $ $ $ thousands of dollars $ $ $ trading .  chms over and over again .  cwtd . ob is also on the reg sho threshold list , this means someone is short  the stock . any significant volume spike in cwtd . ob could yield drastic  results . if the people that are short have to cover , they will be buying  the shares from you at higher prices . this makes this stock a triple  play for profits ! ! !  for pennies you can participate in a stock that could yield results over  and over again just based on the trading patterns .  if the company is able to effectuate it . s business model , watch out ! ! !  we could see a great story in the making .  good luck and trade out at the top ! ! ! !  disclaimer :  information within this email contains "" forwardlooking statements "" within  the meaning of section 27 aof the securities act of 1933 and section 21 b of  thesecurities exchange act of 1934 . any statements that express or involve  discussions with respect to predictions , expectations , beliefs ,  plans , projections , objectives , goals , assumptions or future events or  performance are not statements of historical fact and may be "" forward  looking statements . "" forwardlooking statements are based on  expectations , estimates and projections at the time the statements are made  that involve a number of risks and uncertainties which could cause actual  results or events to differ materially from those presently anticipated .  forward looking statements in this action may be identified through the use  of words such as "" projects "" , "" foresee "" , "" expects "" , "" will , "" "" anticipates , ""  "" estimates , "" "" believes , "" understands "" or that by statements indicating  certain actions "" may , "" "" could , "" or "" might "" occur . risk factors include  general economic and business conditions , the ability to acquire and develop  specific projects , the ability to fund operations and changes in consumer  and business consumption habits and other factors overwhich the company has  little or no control . the publisher of this newsletter does not represent  that the information contained in this message states all material facts or  does not omit a material fact necessary to make the statements therein not  misleading . all information provided within this email pertaining to  investing , stocks , securities must be understood as information provided and  not investment advice . the publisher of this newsletter advises all readers  and subscribers to seek advice from a registered professional securities  representative before deciding to trade in stocks featured within this  email . none of the material within this report shall be construed as any  kind of investment advice or solicitation . many of these companies are on  the verge of bankruptcy . you can lose all your money by investing in this  stock . we urge you to read the company ' s sec filings now , before you invest .  the publisher of this newsletter is not a registered invstment advisor .  subscribers should not view information herein as legal , tax , accounting or  investment advice . in compliance with the securitiesact of 1933 , section  17 ( b ) , the publisher of this newsletter is contracted to receive six hundred  thousand free trading shares from a third party , not an officer , director or  affiliate shareholder for the circulation of this report . be aware of an  inherent conflict of interest resulting from such compensation due to the  fact that this is a paid advertisement and is not without bias . the party  that paid us has a position in the stock they will sell at anytime without  notice . this could have a negative impact on the price of the stock , causing  you to lose money . all factual information in this report was gathered from  public sources , including but not limited to sec filings , company websites  and company press releases . the publisher of this newsletter believes this  informationto be eliable but can make no guarantee as to its accuracy or  completeness . use of the material within this email constitutes your  acceptance of these terms .",1
"Subject: re : wharton tiger team # 3  i have reserved conference room 32 c 2 for thursday , feb 1 , feb 8 , and feb 15  from 3 : 30 - 5 : 30  john to teleconference in tomorrow ( feb 1 ) call 713 - 853 - 9554  please let me know if wharton is using a different number from last week so  that i can inform the scheduling people  melinda  x 31641  christie patrick @ ect  01 / 30 / 2001 06 : 34 pm  to : melinda mccarty / corp / enron @ enron  cc : jhenders @ newpower @ ees , vince j kaminski / hou / ect @ ect ,  degiacic @ wharton . upenn . edu  subject : re : wharton tiger team # 3  melinda ,  would you please coordinate john henderson into the thursday videoconference ?  thanks !  - - christie .  - - - - - - - - - - - - - - - - - - - - - - forwarded by christie patrick / hou / ect on 01 / 30 / 2001  06 : 31 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -  mohn henderson @ newpower  01 / 30 / 2001 04 : 13 pm  sent by : melissa corley @ newpower  to : christie patrick / hou / ect @ ect @ ees  cc : jhenders @ newpower @ ees , vince j kaminski / hou / ect @ ect , melinda  mccarty / corp / enron @ enron , degiacic @ wharton . upenn . edu  subject : re : wharton tiger team # 3  john would prefer to join the thursday call via teleconference . if you could  provide the dial in number he will call in .  thanks ,  melissa corley  john henderson  christie patrick @ ect  01 / 30 / 2001 03 : 50 pm  to : jhenders @ newpower @ ees , vince j kaminski / hou / ect @ ect  cc : melinda mccarty / corp / enron @ enron , degiacic @ wharton . upenn . edu  subject : wharton tiger team # 3  hi john and vince !  john , hopefully you received my voice mail regarding the matter set forth  below .  i ' m in ny now and won ' t return until thursday morning . perhaps it would be  easiest for john to come to the video conference on thursday ( if he ' s in  houston ) or via telephone if he ' s travelling ? ?  whatever you both think is best . . please let me know !  my assistant , melinda mccarty , is setting up the call location at the enron  building , as well as the dial - in number with donna piazze at wharton .  melinda , please include john in the distribution of the video conference  location .  thanks !  - - - - - - - - - - - - - - - - - - - - - - forwarded by christie patrick / hou / ect on 01 / 30 / 2001  03 : 43 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -  "" degiacinto , clayton "" on 01 / 30 / 2001 02 : 00 : 07 pm  to : "" ' christie . patrick @ enron . com ' ""  cc : "" feerick , dennis "" , "" lessar , stephen ""  , "" vittal , maheshram "" ,  "" bassal , omar "" , "" cummins , marc ""  subject : wharton tiger team # 3  christie ,  as we talked last thursday via video teleconference , we are planning to  narrow our scope to focus on a marketing / promotion plan for newpower  including value - added products and services for the future . before we talk  again on thursday , we would like to speak with john henderson again to see if  he recommends any specific items he would like us to address .  we are having trouble contacting him and wonder if you could facilitate a  phone meeting between us , or if it would be best to include him in our next  video teleconference . we are available the next two days at lpm and 4 pm  houston time .  we understand that john is a very busy person , and we appreciate any help you  can give in getting us together to ensure our work is commensurate with his  expectations .  thanks ,  enron team 3 ( retail )",0
"Subject: renshi zhang ' s resume  shirley and molly ,  vince is interested to set up an interview for renshi zhang . any day except  thursday next week  is good .  interviewers : vince , stinson , vasant , tanya , alex , bob , krishna and myself .  contact number for mr . zhang is 713 - 544 - 5989 .  zimin  - - - - - - - - - - - - - - - - - - - - - - forwarded by zimin lu / hou / ect on 04 / 19 / 2001 03 : 52 pm  - - - - - - - - - - - - - - - - - - - - - - - - - - -  zimin lu  04 / 05 / 2001 09 : 49 am  - - - - - - - - - - - - - - - - - - - - - - forwarded by zimin lu / hou / ect on 04 / 05 / 2001 09 : 46 am  - - - - - - - - - - - - - - - - - - - - - - - - - - -  vince j kaminski  03 / 14 / 2001 10 : 06 am  to : zimin lu / hou / ect @ ect  cc :  subject : resume  - - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 03 / 14 / 2001  10 : 07 am - - - - - - - - - - - - - - - - - - - - - - - - - - -  marshall brown on 03 / 09 / 2001 07 : 46 : 22 am  to : vince kaminski  cc :  subject : resume  vince ,  how are you . this candidate would be interested in any positions in  your group .  regards ,  marshall brown  vice president  robert walters associates  tel : ( 212 ) 704 - 0596  fax : ( 212 ) 704 - 4312  mailto : marshall . brown @ robertwalters . com  http : / / www . robertwalters . com  >  caution : electronic mail sent through the internet is not secure and could  be intercepted by a third party .  this email and any files transmitted with it are confidential and  intended solely for the use of the individual or entity to whom they  are addressed . if you have received this email in error please notify  the system manager .  this footnote also confirms that this email message has been swept by  mimesweeper for the presence of computer viruses .  - zhan _ ren . doc",0
"Subject: marketing for your espeak session  vince :  thanks for your time earlier this week ; i ' m looking forward to your espeak  event .  sarah and i met with our etv contact yesterday , and we will be able to put a  bulleted list on the elevator screens to advertise your espeak . please let  me know what you would like us to post for you , and we will do the rest !  we also have plans to market specifically to the trader community here at  enron , so you should get a high participation rate , especially from those  groups .  thanks , again .  - er",0
"Subject: localized software , all languages available .  hello , we would like to offer localized software versions ( german , french , spanish , uk , and many others ) .  aii iisted software is available for immediate downioad !  no need to wait 2 - 3 week for cd deiivery !  just few exampies :  - norton lnternet security pro 2005 - $ 29 . 95  - windows xp professionai with sp 2 fuil version - $ 59 . 95  - corei draw graphics suite 12 - $ 49 . 95  - dreamweaver mx 2004 ( homesite 5 . 5 inciudinq ) - $ 39 . 95  - macromedia studio mx 2004 - $ 119 . 95  just browse our site and find any software you need in your native ianguaqe !  best reqards ,  kayieen ",1
"Subject: impending visit july 5 - 7  vince :  i plan to be in houston on july 5 - 7 . i would like very much to get together  with you and perhaps your investment guy on friday morning on the 7 th if you  and / or he have the time or perhaps on the 5 th in the afternoon . i would  like to continue the discussions about your using marketpoint and about your  investment guy considering marketpoint if he is interested . when you see  the progress we have made , i think you will agree that it merits  consideration as a part of enrononline . com as well as a profitable  investment in its own right . it is still in the situation where it can be  provided exclusively to whomever i choose ; i have been very , very careful  how i have promoted it so that i do not get committed to a second - rate  partner .  i also have what i think is a fundamentally new , general markovian forward  optionality evaluator . i wrote my ph . d . dissertation at stanford in the  1970 s ( defended with honors ) in semi - markovian decision processes during the  heyday of that research , and i have seen direct applications in optionality  evaluation . i think you will be fascinated to see and review it . it is  presently implemented in prototype form and it could be made available to  the first large retainer client on an exclusive basis who is sufficiently  interested . if you want to be that retainer client , that would be of  interest to me .  give me a shout via return email or by my cell phone at 650 . 218 . 3069  regarding schedule . i am out of town this week but available via email or  phone at the above addresses .  i really hope we can get together that week if we possibly can . thanks very  much for considering my request , and thanks very much for being the go  between with your investment guy . i deeply appreciate it . i hope to see  you on the 5 th or 7 th .  dale nesbitt",0
"Subject: are you ready to get it ?  hello !  viagra is the # 1 med to struggle with mens ' erectile dysfunction .  like one jokes sais , it is stronq enouqh for a man , but made for a woman ; - )  orderinq viagra online is a very convinient , fast and secure way !  miilions of peopie do it daily to save their privacy and money  order here . . . ",1
"Subject: my new life  hello , welcome to pharmonli stimulant ne sh cordiality op  - one of the leading oniine pharmaceutical sho untrodden ps  derring v  protoplasmic g  a infante l  l merely l  ergonomics la  r sobriquet ac fertilizer l  i tappet sv tactical a  dishcloth um  andmanyother .  - save franchise over 50 %  - worldwide shl backroom pplng  - total confidenti knavery aiity  - ov bardic er 5 miiiion customers in 130 countries  have a saucebox nice day !",1
"Subject: home reps wanted - fortune 500 comp hiring  question ?  do you want a different job ?  do you want to be your own boss ?  do you need extra income ?  do you need to start a new life ?  does your current job seem to go nowhere ?  if you answered yes to these questions , then here is your solution .  we are a fortune 500 company looking for motivated individuals who are  looking  to a substantial income working from home .  thousands of individual are currently do this right now .  so if you are looking to be employed at home , with a career that will  provide you vast opportunities and a substantial income , please fill  out our online information request form here now :  http : / / ter . netblah . com : 27000  to miss out on this opportunity , click here  http : / / ter . netblah . com : 27000 / remove . html",1
"Subject: re : m lay response  al ,  thanks for the update . i hope that you and mark  will come up with a good plan of attack .  i can only regret that my workload does not allow me to participate  in this project .  vince  al arfsten on 01 / 25 / 2001 05 : 45 : 54 pm  to : vkamins @ enron . com  cc :  subject : m lay response  vince : i forwarded mark lay ' s reply to update you . al  received : from outbound 5 . enron . com ( 192 . 152 . 140 . 9 ) by  mailo 6 a . intermediahosting . com ( rs ver 1 . 0 . 58 s ) with smtp id 09075930 for  ; thu , 25 jan 2001 18 : 34 : 37 - 0500 ( est )  received : from nahou - msmswolpx . corp . enron . com ( [ 172 . 28 . 10 . 37 ] ) by  postmaster . enron . com ( 8 . 8 . 8 / 8 . 8 . 8 / postmaster - 1 . 00 ) with esmtp id xaal 2799 for  ; thu , 25 jan 2001 23 : 34 : 36 gmt  from : mark . lay @ enron . com  received : from nahou - lnintol . corp . enron . com ( unverified ) by  nahou - msmswolpx . corp . enron . com ( content technologies smtprs 4 . 1 . 5 ) with esmtp  id for  ; thu , 25 jan 2001 17 : 34 : 36 - 0600  to : arfsten @ bflassociates . com  x - priority : 3 ( normal )  importance : normal  date : thu , 25 jan 2001 17 : 34 : 16 - 0600  subject : re : [ fwd : new commodity marketplace opportunity ]  message - id :  x - mimetrack : serialize by router on nahou - lnintol / enron ( release 5 . 0 . 2 b  ( intl ) | 16 december 1999 ) at 01 / 25 / 2001 05 : 34 : 34 pm  mime - version : 1 . 0  content - type : text / plain ; charset = us - ascii  x - loop - detect : 1  x - mozilla - status 2 : 00000000  i did understand that you were still at the concept stage . it is a very  interesting proposal and i would like to think about it .  thanks ,  mark  - - - - - original message - - - - -  from : al arfsten @ enron  enron . com ]  sent : thursday , january 25 , 2001 10 : 45 am  to : lay , mark  subject : [ fwd : new commodity marketplace opportunity ]  mark : per our brief conversation this morning , the attached email was  sent to you yesterday . i hope that you might understand that i am  conceptually looking for "" founders "" and at the "" pre "" business plan  stage . there is an enormous problem existing with a very attractive  economic reward and willing participants needing this solution . i need  help . al arfsten 713 965 2158  content - transfer - encoding : 7 bit  x - mozilla - status 2 : 00000000  message - id :  date : wed , 24 jan 2001 15 : 49 : 37 - 0600  from : al arfsten  organization : bfl associates , ltd .  x - mailer : mozilla 4 . 7 [ en ] c - cck - mcd nscpcd 47 ( win 98 ; i )  x - accept - language : en  mime - version : 1 . 0  to : mark . lay @ enron . com  subject : new commodity marketplace opportunity  content - type : text / plain ; charset = us - ascii  mark lay : i shared confidentially with vince kaminski my developing  concept of a highly inefficient not - for - profit enterprise with  dramatically increasing costs . i believe that a for - profit economic  model is possible that should reverse these skyrocketing costs and  ultimately lower the commodity thereby having a national , if not , global  impact of health care costs . vince seems to also believe in the  concepts potential . the ceo of one of the biggest u . s . blood banks has  already asked to become involved . i would like involve more people  with vision , means and desire to help make this a reality . i would look  forward to meeting with you to talk further . al arfsten 713 965 2158",0
"Subject: re : power crisis in the west  tim belden ' s office referred me to you . has grant masson been replaced ?  - - - - - original message - - - - -  from : vince . j . kaminski @ enron . com [ mailto : vince . j . kaminski @ enron . com ]  sent : monday , november 06 , 2000 11 : 00 am  to : niam @ infocastinc . com  subject : re : power crisis in the west  nia ,  please , contact tim belden in our portland office .  his phone number is : ( 503 ) 464 - 3820  vince  nia mansell on 11 / 03 / 2000 12 : 46 : 52 pm  to : vkamins @ enron . com  cc :  subject : power crisis in the west  dear vince ,  i spoke with you briefly yesterday regarding grant masson . you informed me  that he is no longer an enron employee . i have also been informed that  grant has not yet been replaced .  i am inquiring because infocast would like to have an enron representative  speak at an upcoming conference entitled "" power crisis in the west : status  it is certainly  going to be an exciting conference due to all of the controversy  surrounding  the situation in san diego .  kind regards ,  nia mansell  infocast  conference manager  ( 818 ) 888 - 4445 ext . 45  ( 818 ) 888 - 4440 fax  niam @ . com  >  ( see attached file : power crisis in the west invite . doc )",0
"Subject: re : livelink  moyez ,  we are very anxious to get set up and start using livelink for tracking and  documenting our projects , so thanks for the reminder . i have put together  an initial list of attributes for our research projects . the list in in the  attached spreadsheet . it would be great if you can set up these attributes  for us in the test environment . this would allow us to make any obvious  changes before moving to production . let me know what your schedule would  be in rolling this out .  my brief comments in the spreadsheet may not be clear , so feel free to give  me a call at x 34748 to clarify anything .  again , thanks for your help .  stinson  enron technology  from : moyez lallani @ enron 01 / 31 / 2001 07 : 15 am  to : vasant shanbhogue / hou / ect @ ect , stinson gibner / hou / ect @ ect  cc : n jessie wang / enron _ development @ enron _ development  subject : livelink  vasant / stinson  just following up to check on your progress / evaluation of livelink as your  document repositiry . please let me know if i can be of further assistance .  moyez lallani  x 5 - 3683",0
"Subject: free health insurance quotes  need health insurance ?  in addition to featuring the largest selection of major medical  health plans from leading companies , our service also  offers a wide selection of quality dental plans . you can obtain  free instant quotes , side - by - side comparisons , the best available  prices , online applications , and a knowledgeable customer care  team to help you find the plan that is right for you .  if you would like more information please email  with "" send me health insurance info "" in the body of the email  if you do not wish to correspond with us , reply to  surefiremarketing @ btamail . net . cn with remove as your subject .",1
"Subject: fw : aram g . sogomonian  norma ,  this is the resume of aram sogomonian i mentioned to you .  i would like to bring him over to talk to kevin presto , george hopley  alex huan , seville yaman , tom haliburton , myself .  vince  - - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 10 / 12 / 2000  11 : 02 am - - - - - - - - - - - - - - - - - - - - - - - - - - -  "" sogomonian , aram "" on 10 / 11 / 2000 12 : 03 : 16 pm  to : "" ' vkamins @ enron . com ' ""  cc :  subject : fw : aram g . sogomonian  - aram g 2 . doc",0
"Subject: she is shocked  hello , welcome to meteor medzonline shop  we are pleased to introduce ourselves as one of the ieading online pharmaceutic galactic ai shops .  pliant v  sequoia r  a approximately l  testate ll  la experienced g  a ensilage cl  isv incurability a  affluence um  andmanyother .  - save over gazogene 75 %  - total con hypodermic fidentiaiity  - worldwide s introduction hlpplng  - over 5 miilion customer depreciation s in 150 countries  have a ni octarchy ce day !",1
"Subject: var update memo  hi grant ,  as requested i have sent a quick summary document giving an up - to - date  description of the var model .  i may well have missed some points but cantekin has worked closely with me on  any changes so it is worth  consulting him on any details i have missed .  thanks  kirstee",0
"Subject: in the heart of your business !  corporate image can say a lot of things about your  company . contemporary rhythm of life is too dynamic . sometimes it takes only  several seconds for your company to be remembered or to be lost amonq  competitors . get your iogo , business stationery or website done right  now ! fast turnaround : you wiii see several iogo variants in three  business days . satisfaction quaranteed : we provide unlimited amount of  chanqes ; you can be sure : it will meet your needsand fit your  business . flexibie discounts : loqo improvement , additionai formats , bulk  orders , special packages . creative design for competitive price : have a look at it right  now ! _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ not interested . . . _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _",1
"Subject: organization announcement  given the growth in ees it has become apparent that it is time to consolidate  the risk functions between ees and ews . this will provide ees with the  systems , resources and risk expertise of the wholesale energy groups  necessary for it to continue to grow and take advantage of current market  opportunities .  with this in mind and in agreement with the management of ees , two new risk  groups inside enron americas will be formed to provide ees with pricing ,  structuring , retail and wholesale commodity risk management , logistics and  back - office services . these groups main function is to provide these  services to ees . we have asked rogers herndon , currently vice  president - trading in the eastern power group to manage this function in the  eastern interconnect ( this includes both gas and power ) . rogers will  continue to report to kevin presto . we have asked don black , formerly vice  president - ees risk management and sourcing , to manage this function in the  western u . s . don will manage this group from houston and will report to tim  belden .  these groups will work very closely with ees to pursue shared goals while  ensuring close coordination with the wholesale gas and power trading  organizations .  these changes are effective immediately . please congratulate rogers and don  on their new roles .  john lavorato & louise kitchen",0
